   -0.108156011234393890E+01    0.707156625425573715E+01    0.349680344843755808E+01    0.385789838193502543E+01   -0.977904026278319982E+01
   -0.113116866783461645E+01    0.724662808831912120E+01    0.349255884919252679E+01    0.368137344630232288E+01   -0.926485064159812310E+01
   -0.931983248136254439E+00    0.652813241330639560E+01    0.331062300185667624E+01    0.351372287706855557E+01   -0.871089804072761709E+01
   -0.909747623959789475E+00    0.640548397027677119E+01    0.324119621524930501E+01    0.352388863422922549E+01   -0.807070880996981366E+01
   -0.105835789348831111E+01    0.699794070022417092E+01    0.347399338088769216E+01    0.386793947968731411E+01   -0.794612226552497880E+01
   -0.848803200367878041E+00    0.624676373673451657E+01    0.318485605230571212E+01    0.393021471043315307E+01   -0.753934594499169108E+01
   -0.622722366881882872E+00    0.543414136626219779E+01    0.332566405168048185E+01    0.365474306459812492E+01   -0.751496600370305945E+01
   -0.902954786102733831E+00    0.638344314091709997E+01    0.316983751132371960E+01    0.403723786520533512E+01   -0.718278510224664046E+01
   -0.776738437640617452E+00    0.593576231831123291E+01    0.326866208878875986E+01    0.387237507141867132E+01   -0.705996169155170783E+01
   -0.976437607354988524E+00    0.666153412768681008E+01    0.348368062007628909E+01    0.363427638945982956E+01   -0.701734271313074665E+01
   -0.666125792339992806E+00    0.556915274373582569E+01    0.337169773382199311E+01    0.366377875247387985E+01   -0.701572402480144230E+01
   -0.996294801868552682E+00    0.678494322953020479E+01    0.340103846814921962E+01    0.401455614663864591E+01   -0.693294112148916142E+01
   -0.965784667495356963E+00    0.666466346305183244E+01    0.327335350332111519E+01    0.386285652371342447E+01   -0.692132106553172477E+01
   -0.100284756028738298E+01    0.676361797940066012E+01    0.326771807727365093E+01    0.385717430083818424E+01   -0.690357237149603264E+01
   -0.882801963202822115E+00    0.631391816319412591E+01    0.317256491433232535E+01    0.366741252307722299E+01   -0.686678073962407876E+01
   -0.976496186113203102E+00    0.668960464269131982E+01    0.344273995873238148E+01    0.415173485468365122E+01   -0.673653436697312458E+01
   -0.919332516715321013E+00    0.649570770905750372E+01    0.345196617473448963E+01    0.377919491276271469E+01   -0.646265475360574193E+01
   -0.110925444386065886E+01    0.712387602361699734E+01    0.339287599506159143E+01    0.358226661126799062E+01   -0.645679891176133847E+01
   -0.818494154727995360E+00    0.613017875981602067E+01    0.344440262485888393E+01    0.381248451559078694E+01   -0.643579329732030825E+01
   -0.573072073350179956E+00    0.527572489186400073E+01    0.332204523736250268E+01    0.357305569086539743E+01   -0.642647897900490950E+01
   -0.716888408821244383E+00    0.577150671761303613E+01    0.320214807505382515E+01    0.377288990512490185E+01   -0.638672509970376456E+01
   -0.604307567865849382E+00    0.539321703676854280E+01    0.323542673010458337E+01    0.357931096872716692E+01   -0.634859771811184537E+01
   -0.105732383387936046E+01    0.695287077721373858E+01    0.333903956982567163E+01    0.353564680487383498E+01   -0.632238820800364820E+01
   -0.607511832895748283E+00    0.538714804198069164E+01    0.340844038862564780E+01    0.360771167624792799E+01   -0.621567678000321155E+01
   -0.714656507067452651E+00    0.573084159287461503E+01    0.327819473591255450E+01    0.388921650773446848E+01   -0.618468461734776298E+01
   -0.844515291765445930E+00    0.618118779586736533E+01    0.323656550329471937E+01    0.368327595057588075E+01   -0.613292539658940239E+01
   -0.839349653980039356E+00    0.617069792513042437E+01    0.349585576974150314E+01    0.373477407608590939E+01   -0.601898621766684894E+01
   -0.641948382071398926E+00    0.549619795283849299E+01    0.338912322473719296E+01    0.354440257829474437E+01   -0.601866822703762683E+01
   -0.809152483002856471E+00    0.610017111007246982E+01    0.338433745736739944E+01    0.372108839921588830E+01   -0.597283005664158040E+01
   -0.928673202276623311E+00    0.653270839676812010E+01    0.332558467394280211E+01    0.405916030541692052E+01   -0.595915729401005034E+01
   -0.100657069046981884E+01    0.675910532092415117E+01    0.337314684223170502E+01    0.358626862269599700E+01   -0.595222651941217951E+01
   -0.833903998330027596E+00    0.613452057263895068E+01    0.316212343816815977E+01    0.409112523866800970E+01   -0.593851749680675844E+01
   -0.936776261940843735E+00    0.654518286821828443E+01    0.324038888442678186E+01    0.412737926784323150E+01   -0.591326181761405678E+01
   -0.767764958319047119E+00    0.596002792330278552E+01    0.334094462040596207E+01    0.361392193923776839E+01   -0.587249665836251733E+01
   -0.105520588342557864E+01    0.699214062362195854E+01    0.345105211695510050E+01    0.411306656543457994E+01   -0.583994425901480341E+01
   -0.635825939067147683E+00    0.547577714699324680E+01    0.332970239462158091E+01    0.361796275984764693E+01   -0.583783383927489297E+01
   -0.962580919968966331E+00    0.665810648005492478E+01    0.343175504778757201E+01    0.392904345007995603E+01   -0.577509480798930497E+01
   -0.765979940373681778E+00    0.590021492810182480E+01    0.330263501685269301E+01    0.389545781049184470E+01   -0.574731946549519090E+01
   -0.941717963599403962E+00    0.652678422159716032E+01    0.319112200114263311E+01    0.362940453177367894E+01   -0.565302837600797670E+01
   -0.102023743574458625E+01    0.682529782270495211E+01    0.325543719985285396E+01    0.376252519514226780E+01   -0.562861440967857529E+01
   -0.102294170669486650E+01    0.685992906131111635E+01    0.341293196478961613E+01    0.387430605112497828E+01   -0.555598871593941102E+01
   -0.906526379925777226E+00    0.640184614478889191E+01    0.325969961663280383E+01    0.370515367947968555E+01   -0.553406942055719320E+01
   -0.103504391849838151E+01    0.690505027855175868E+01    0.348335466640417968E+01    0.373144042007655852E+01   -0.551714983693376393E+01
   -0.871655842577151674E+00    0.628118442947113831E+01    0.336818404210722377E+01    0.390934671135851453E+01   -0.549707691951049338E+01
   -0.886166854501056811E+00    0.636624257273465499E+01    0.328620763886586520E+01    0.408624031360903128E+01   -0.546677454003518637E+01
   -0.105375700327749233E+01    0.693434241464220058E+01    0.329327904438039454E+01    0.357337183668194625E+01   -0.546167050097503903E+01
   -0.788750671205339371E+00    0.603273258315750915E+01    0.318320264243212403E+01    0.370832665140098339E+01   -0.540607215552633225E+01
   -0.591292054424430669E+00    0.535002299337500276E+01    0.322583158508713641E+01    0.354772279583971173E+01   -0.535289784682522640E+01
   -0.691590509313387169E+00    0.569797762243871997E+01    0.332525998678299883E+01    0.355281771124360501E+01   -0.534452779216943608E+01
   -0.105563392498336706E+01    0.696400025848663340E+01    0.342679350128015159E+01    0.376853887707497215E+01   -0.526634625434482206E+01
   -0.694583913939439856E+00    0.569058724016573514E+01    0.343438036231856669E+01    0.361576296669344144E+01   -0.526175594755359732E+01
   -0.103638092118100777E+01    0.692144194294338799E+01    0.343822046897402478E+01    0.402778745929336068E+01   -0.525240440542971054E+01
   -0.633899149703210929E+00    0.548053689910392272E+01    0.322801011334337495E+01    0.359945915663306604E+01   -0.525081377236930980E+01
   -0.712425224648364219E+00    0.572630224681191269E+01    0.336375391251092637E+01    0.373746477826328904E+01   -0.524795852322240908E+01
   -0.765780426154478278E+00    0.594337373479173792E+01    0.337618455758970804E+01    0.369124676003056917E+01   -0.521427717859598872E+01
   -0.986482722204646612E+00    0.671671157462175827E+01    0.348318601749180612E+01    0.410886062468997082E+01   -0.520518033530843738E+01
   -0.859790221494464824E+00    0.626832131192604791E+01    0.339091134525430826E+01    0.404170055887267665E+01   -0.519570930404201636E+01
   -0.773801197610239022E+00    0.594112446141577166E+01    0.321362803575192402E+01    0.401186769387253506E+01   -0.518028137479379680E+01
   -0.101087173979381939E+01    0.676885201478617482E+01    0.323815392200989960E+01    0.360217270722068150E+01   -0.517423367155165081E+01
   -0.598973636065731174E+00    0.538249083624699765E+01    0.325707474427455157E+01    0.352851397281003010E+01   -0.514441681851856103E+01
   -0.941174662367987747E+00    0.652720986186391450E+01    0.319824012530332169E+01    0.373091739904908515E+01   -0.514263838102290904E+01
   -0.823187471535063997E+00    0.613405085873622991E+01    0.315813287202454251E+01    0.379670167580512086E+01   -0.514127841247683737E+01
   -0.106718942728420041E+01    0.698104725560702999E+01    0.340720722886080507E+01    0.361871669894518311E+01   -0.513005950923111964E+01
   -0.668832512980368055E+00    0.556972916377156579E+01    0.349708410238037537E+01    0.373535012181764081E+01   -0.510856257497817268E+01
   -0.995679332092384239E+00    0.671011314444456808E+01    0.326148275459355297E+01    0.353536884961851117E+01   -0.508992130399359155E+01
   -0.663194417650756485E+00    0.559124028952760366E+01    0.327222826392860489E+01    0.361045436879015380E+01   -0.504931388968708905E+01
   -0.648479710925435437E+00    0.554151629689766523E+01    0.334977827479163714E+01    0.357523845165738896E+01   -0.501818447230193243E+01
   -0.909298353624487854E+00    0.645397175371729137E+01    0.318699130653651697E+01    0.398927075677450116E+01   -0.484618879070945496E+01
   -0.859239527234215705E+00    0.623173262090437596E+01    0.319485800401535158E+01    0.389202137994434061E+01   -0.482816235484167766E+01
